ID,Target
hsa-mir-17-5p,PLRG1
hsa-mir-17-5p,PPP2R1A
hsa-mir-17-5p,PRKACB
hsa-mir-17-5p,PRKAR1A
hsa-mir-17-5p,RBBP7
hsa-mir-17-5p,REST
hsa-mir-17-5p,SOX4
hsa-mir-17-5p,TCEA2
hsa-mir-17-5p,TMBIM6
hsa-mir-17-5p,GPR137B
hsa-mir-17-5p,ZNF12
hsa-mir-17-5p,SLC30A1
hsa-mir-17-5p,SHOC2
hsa-mir-17-5p,PNPLA4
hsa-mir-17-5p,DYRK2
hsa-mir-17-5p,AKR7A2
hsa-mir-17-5p,RFXANK
hsa-mir-17-5p,KAT2B
hsa-mir-17-5p,SQSTM1
hsa-mir-17-5p,EIF2B2
hsa-mir-17-5p,RPL14
hsa-mir-17-5p,TMSB10
hsa-mir-17-5p,RPS6KA5
hsa-mir-17-5p,KCNK6
hsa-mir-17-5p,FXR2
hsa-mir-17-5p,FEZ2
hsa-mir-17-5p,MORF4L2
hsa-mir-17-5p,SOCS5
hsa-mir-17-5p,CCP110
hsa-mir-17-5p,SLK
hsa-mir-17-5p,MED13
hsa-mir-17-5p,SLC12A6
hsa-mir-17-5p,FEM1B
hsa-mir-17-5p,TOPORS
hsa-mir-17-5p,ZBTB18
hsa-mir-17-5p,USP16
hsa-mir-17-5p,PTGES3
hsa-mir-17-5p,MORF4L1
hsa-mir-17-5p,ACOT2
hsa-mir-17-5p,LIAS
hsa-mir-17-5p,RAPGEF4
hsa-mir-17-5p,BTN3A2
hsa-mir-17-5p,HSPA4L
hsa-mir-17-5p,FBXL7
hsa-mir-17-5p,FBXO28
hsa-mir-17-5p,ACOT9
hsa-mir-17-5p,TMEM245
hsa-mir-17-5p,RTTN
hsa-mir-17-5p,ATL3
hsa-mir-17-5p,CLIC4
hsa-mir-17-5p,RAB30
hsa-mir-17-5p,NKIRAS1
hsa-mir-17-5p,DNTTIP2
hsa-mir-17-5p,ISOC1
hsa-mir-17-5p,RLIM
hsa-mir-17-5p,ZBTB7A
hsa-mir-17-5p,TAF9B
